identity	surface	tier	status	target	owner	limits	proof	subgroup
claim:04d9cb92cf67087f56a3bfff	lu	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:09b7c1054e741b8a444f9092	inverse	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0acf91593123cad6cc387a4c	slice	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0b4ad9588cd7eba6c21f0e7f	circle	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:canvas.circle(center, radius, paint)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0bf5769d51869fd828126901	clamp	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0e3f6200245dc2c955e72022	subtract	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0f0cb5010e3e0372225edc90	conditionEstimate	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:0fc1035de821e52a0f4589f7	isContiguous	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:128a9fa1bc34f7feff448ad9	matmul	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:17cad357c790a900c955f40f	transposeView	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:196f6628e44b25ab3e4eb406	sum	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
